ip,cn,id,name,country,dns,port_forward,protocol,offline
212.102.49.210,madrid403,spain,ES Madrid,ES,spain.privacy.network,True,ovpntcp,
212.102.49.193,madrid403,spain,ES Madrid,ES,spain.privacy.network,True,ovpnudp,
212.102.49.193,madrid403,spain,ES Madrid,ES,spain.privacy.network,True,wg,
91.90.120.158,greenland404,greenland,Greenland,GL,greenland.privacy.network,True,ikev2,
91.90.120.145,greenland404,greenland,Greenland,GL,greenland.privacy.network,True,meta,
91.90.120.152,greenland404,greenland,Greenland,GL,greenland.privacy.network,True,ovpntcp,
91.90.120.155,greenland404,greenland,Greenland,GL,greenland.privacy.network,True,ovpnudp,
91.90.120.154,greenland404,greenland,Greenland,GL,greenland.privacy.network,True,wg,
212.102.53.82,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ikev2,
212.102.52.1,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,meta,
212.102.53.84,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpntcp,
212.102.53.84,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpnudp,
212.102.52.2,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,wg,
84.239.10.16,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ikev2,
84.239.10.1,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,meta,
84.239.10.14,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpntcp,
84.239.10.11,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpnudp,
84.239.10.10,tennessee402,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,wg,
191.101.157.7,berlin416,de_berlin,DE Berlin,DE,de-berlin.privacy.network,True,ikev2,
191.101.157.2,berlin416,de_berlin,DE Berlin,DE,de-berlin.privacy.network,True,meta,
191.101.157.22,berlin416,de_berlin,DE Berlin,DE,de-berlin.privacy.network,True,ovpntcp,
191.101.157.17,berlin416,de_berlin,DE Berlin,DE,de-berlin.privacy.network,True,ovpnudp,
191.101.157.19,berlin416,de_berlin,DE Berlin,DE,de-berlin.privacy.network,True,wg,
37.46.113.154,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ikev2,
37.46.113.153,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,meta,
37.46.113.179,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpntcp,
37.46.113.165,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,ovpnudp,
37.46.113.162,luxembourg412,lu,Luxembourg,LU,lu.privacy.network,True,wg,
173.239.221.29,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ikev2,
173.239.221.2,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,meta,
173.239.221.13,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ovpntcp,
173.239.221.21,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,ovpnudp,
173.239.221.17,guatemala401,gt_guatemala-pf,Guatemala,GT,gt-guatemala-pf.privacy.network,True,wg,
188.215.235.99,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ikev2,
188.215.235.98,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,meta,
188.215.235.104,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpntcp,
188.215.235.107,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpnudp,
188.215.235.106,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,wg,
84.239.48.10,northdakota402,us_north_dakota-pf,US North Dakota,US,us-north-dakota-pf.privacy.network,False,ikev2,
84.239.48.1,northdakota402,us_north_dakota-pf,US North Dakota,US,us-north-dakota-pf.privacy.network,False,meta,
84.239.48.5,northdakota402,us_north_dakota-pf,US North Dakota,US,us-north-dakota-pf.privacy.network,False,ovpntcp,
84.239.48.20,northdakota402,us_north_dakota-pf,US North Dakota,US,us-north-dakota-pf.privacy.network,False,ovpnudp,
84.239.48.9,northdakota402,us_north_dakota-pf,US North Dakota,US,us-north-dakota-pf.privacy.network,False,wg,
84.239.50.4,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ikev2,
84.239.50.1,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,meta,
84.239.50.6,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpntcp,
84.239.50.8,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpnudp,
84.239.50.13,southdakota402,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,wg,
195.80.150.179,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ikev2,
195.80.150.178,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,meta,
195.80.150.180,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpntcp,
195.80.150.179,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpnudp,
195.80.150.189,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,wg,
84.239.17.147,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ikev2,
84.239.17.129,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,meta,
84.239.17.141,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpntcp,
84.239.17.130,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpnudp,
84.239.17.146,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,wg,
146.70.59.46,lisbon404,pt,Portugal,PT,pt.privacy.network,True,ikev2,
146.70.59.35,lisbon404,pt,Portugal,PT,pt.privacy.network,True,meta,
146.70.59.48,lisbon404,pt,Portugal,PT,pt.privacy.network,True,ovpntcp,
146.70.59.37,lisbon404,pt,Portugal,PT,pt.privacy.network,True,ovpnudp,
146.70.59.40,lisbon404,pt,Portugal,PT,pt.privacy.network,True,wg,
154.47.21.160,amsterdam402,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ikev2,
154.47.21.129,amsterdam402,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,meta,
154.47.21.163,amsterdam402,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpntcp,
154.47.21.186,amsterdam402,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpnudp,
154.47.21.148,amsterdam402,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,wg,
194.32.122.39,vilnius402,lt,Lithuania,LT,lt.privacy.network,True,ikev2,
194.32.122.30,vilnius402,lt,Lithuania,LT,lt.privacy.network,True,meta,
194.32.122.40,vilnius402,lt,Lithuania,LT,lt.privacy.network,True,ovpntcp,
194.32.122.36,vilnius402,lt,Lithuania,LT,lt.privacy.network,True,ovpnudp,
194.32.122.34,vilnius402,lt,Lithuania,LT,lt.privacy.network,True,wg,
94.156.14.8,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ikev2,
94.156.14.1,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,meta,
94.156.14.16,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpntcp,
94.156.14.18,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpnudp,
94.156.14.3,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,wg,
204.93.149.100,newjersey436,us-newjersey,US East,US,us-newjersey.privacy.network,False,ikev2,
204.93.149.5,newjersey436,us-newjersey,US East,US,us-newjersey.privacy.network,False,meta,
204.93.149.109,newjersey436,us-newjersey,US East,US,us-newjersey.privacy.network,False,ovpntcp,
204.93.149.125,newjersey436,us-newjersey,US East,US,us-newjersey.privacy.network,False,ovpnudp,
204.93.149.126,newjersey436,us-newjersey,US East,US,us-newjersey.privacy.network,False,wg,
84.239.7.12,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ikev2,
84.239.7.1,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,meta,
84.239.7.5,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ovpntcp,
84.239.7.17,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,ovpnudp,
84.239.7.9,northcarolina402,us_north_carolina-pf,US North Carolina,US,us-north-carolina-pf.privacy.network,False,wg,
146.70.15.39,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ikev2,
146.70.15.34,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,meta,
146.70.15.38,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpntcp,
146.70.15.46,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpnudp,
146.70.15.37,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,wg,
5.182.110.4,atlanta419,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ikev2,
5.182.110.2,atlanta419,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,meta,
5.182.110.22,atlanta419,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ovpntcp,
5.182.110.10,atlanta419,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,ovpnudp,
5.182.110.24,atlanta419,us_atlanta,US Atlanta,US,us-atlanta.privacy.network,False,wg,
45.133.193.35,reykjavik401,is,Iceland,IS,is.privacy.network,True,ikev2,
45.133.193.34,reykjavik401,is,Iceland,IS,is.privacy.network,True,meta,
45.133.193.40,reykjavik401,is,Iceland,IS,is.privacy.network,True,ovpntcp,
45.133.193.44,reykjavik401,is,Iceland,IS,is.privacy.network,True,ovpnudp,
45.133.193.42,reykjavik401,is,Iceland,IS,is.privacy.network,True,wg,
173.239.217.137,andorra406,ad,Andorra,AD,ad.privacy.network,True,ikev2,
173.239.217.128,andorra406,ad,Andorra,AD,ad.privacy.network,True,meta,
173.239.217.136,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpntcp,
173.239.217.133,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpnudp,
173.239.217.176,andorra406,ad,Andorra,AD,ad.privacy.network,True,wg,
181.41.202.151,vancouver432,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ikev2,
181.41.202.6,vancouver432,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,meta,
181.41.202.152,vancouver432,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ovpntcp,
181.41.202.159,vancouver432,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ovpnudp,
181.41.202.156,vancouver432,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,wg,
185.94.190.199,budapest405,hungary,Hungary,HU,hungary.privacy.network,True,ikev2,
185.94.190.194,budapest405,hungary,Hungary,HU,hungary.privacy.network,True,meta,
185.94.190.203,budapest405,hungary,Hungary,HU,hungary.privacy.network,True,ovpntcp,
185.94.190.201,budapest405,hungary,Hungary,HU,hungary.privacy.network,True,ovpnudp,
185.94.190.206,budapest405,hungary,Hungary,HU,hungary.privacy.network,True,wg,
149.50.218.81,ontario443,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ikev2,
149.50.218.55,ontario443,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,meta,
149.50.218.66,ontario443,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ovpntcp,
149.50.218.68,ontario443,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ovpnudp,
149.50.218.60,ontario443,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,wg,
102.129.153.28,miami423,us_florida,US Florida,US,us-florida.privacy.network,False,ikev2,
102.129.153.2,miami423,us_florida,US Florida,US,us-florida.privacy.network,False,meta,
102.129.153.27,miami423,us_florida,US Florida,US,us-florida.privacy.network,False,ovpntcp,
102.129.153.31,miami423,us_florida,US Florida,US,us-florida.privacy.network,False,ovpnudp,
102.129.153.31,miami423,us_florida,US Florida,US,us-florida.privacy.network,False,wg,
84.239.16.8,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ikev2,
84.239.16.1,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,meta,
84.239.16.15,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpntcp,
84.239.16.10,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpnudp,
84.239.16.2,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,wg,
173.239.203.218,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ikev2,
173.239.203.8,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,meta,
173.239.203.214,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpntcp,
173.239.203.210,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpnudp,
173.239.203.212,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,wg,
217.138.193.152,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ikev2,
45.9.250.46,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,meta,
217.138.193.148,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ovpntcp,
217.138.193.148,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,ovpnudp,
217.138.193.148,dubai403,ae,United Arab Emirates,AE,ae.privacy.network,True,wg,
102.129.232.177,siliconvalley404,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ikev2,
102.129.232.143,siliconvalley404,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,meta,
102.129.232.155,siliconvalley404,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ovpntcp,
102.129.232.186,siliconvalley404,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ovpnudp,
102.129.232.156,siliconvalley404,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,wg,
84.239.6.137,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ikev2,
84.239.6.129,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,meta,
84.239.6.131,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpntcp,
84.239.6.131,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpnudp,
84.239.6.145,kentucky402,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,wg,
102.129.235.178,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ikev2,
102.129.235.162,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,meta,
102.129.235.190,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ovpntcp,
102.129.235.164,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ovpnudp,
102.129.235.175,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,wg,
62.133.47.26,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ikev2,
62.133.47.14,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,meta,
62.133.47.18,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpntcp,
62.133.47.21,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpnudp,
62.133.47.22,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,wg,
45.154.154.7,uruguay401,uy_uruguay-pf,Uruguay,UY,uy-uruguay-pf.privacy.network,True,ikev2,
45.154.154.2,uruguay401,uy_uruguay-pf,Uruguay,UY,uy-uruguay-pf.privacy.network,True,meta,
45.154.154.14,uruguay401,uy_uruguay-pf,Uruguay,UY,uy-uruguay-pf.privacy.network,True,ovpntcp,
45.154.154.6,uruguay401,uy_uruguay-pf,Uruguay,UY,uy-uruguay-pf.privacy.network,True,ovpnudp,
45.154.154.10,uruguay401,uy_uruguay-pf,Uruguay,UY,uy-uruguay-pf.privacy.network,True,wg,
179.61.228.73,perth404,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ikev2,
43.250.205.178,perth404,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,meta,
179.61.228.101,perth404,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ovpntcp,
179.61.228.91,perth404,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ovpnudp,
179.61.228.101,perth404,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,wg,
45.154.152.6,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ikev2,
45.154.152.2,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,meta,
45.154.152.25,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ovpntcp,
45.154.152.15,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ovpnudp,
45.154.152.19,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,wg,
91.90.126.69,panama407,panama,Panama,PA,panama.privacy.network,True,ikev2,
91.90.126.65,panama407,panama,Panama,PA,panama.privacy.network,True,meta,
91.90.126.70,panama407,panama,Panama,PA,panama.privacy.network,True,ovpntcp,
91.90.126.68,panama407,panama,Panama,PA,panama.privacy.network,True,ovpnudp,
91.90.126.70,panama407,panama,Panama,PA,panama.privacy.network,True,wg,
149.88.26.181,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ikev2,
149.88.26.180,jerusalem415,israel,Israel,IL,israel.privacy.network,True,meta,
149.88.26.211,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpntcp,
149.88.26.211,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpnudp,
149.88.26.181,jerusalem415,israel,Israel,IL,israel.privacy.network,True,wg,
95.181.232.29,morocco404,morocco,Morocco,MA,morocco.privacy.network,True,ikev2,
95.181.232.27,morocco404,morocco,Morocco,MA,morocco.privacy.network,True,meta,
95.181.232.34,morocco404,morocco,Morocco,MA,morocco.privacy.network,True,ovpntcp,
95.181.232.36,morocco404,morocco,Morocco,MA,morocco.privacy.network,True,ovpnudp,
95.181.232.29,morocco404,morocco,Morocco,MA,morocco.privacy.network,True,wg,
84.239.50.138,wyoming402,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ikev2,
84.239.50.129,wyoming402,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,meta,
84.239.50.135,wyoming402,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpntcp,
84.239.50.142,wyoming402,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,ovpnudp,
84.239.50.139,wyoming402,us_wyoming-pf,US Wyoming,US,us-wyoming-pf.privacy.network,False,wg,
45.133.172.233,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ikev2,
45.133.172.226,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,meta,
45.133.172.231,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ovpntcp,
45.133.172.229,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ovpnudp,
45.133.172.240,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,wg,
98.159.36.131,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ikev2,
98.159.36.128,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,meta,
98.159.36.140,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ovpntcp,
98.159.36.139,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,ovpnudp,
98.159.36.135,sarajevo403,ba,Bosnia and Herzegovina,BA,ba.privacy.network,True,wg,
188.214.122.116,cairo402,egypt,Egypt,EG,egypt.privacy.network,True,ikev2,
188.214.122.114,cairo402,egypt,Egypt,EG,egypt.privacy.network,True,meta,
188.214.122.120,cairo402,egypt,Egypt,EG,egypt.privacy.network,True,ovpntcp,
188.214.122.117,cairo402,egypt,Egypt,EG,egypt.privacy.network,True,ovpnudp,
188.214.122.115,cairo402,egypt,Egypt,EG,egypt.privacy.network,True,wg,
146.70.65.138,nigeria405,nigeria,Nigeria,NG,nigeria.privacy.network,True,ikev2,False
146.70.65.130,nigeria405,nigeria,Nigeria,NG,nigeria.privacy.network,True,meta,False
146.70.65.132,nigeria405,nigeria,Nigeria,NG,nigeria.privacy.network,True,ovpntcp,False
146.70.65.139,nigeria405,nigeria,Nigeria,NG,nigeria.privacy.network,True,ovpnudp,False
146.70.65.139,nigeria405,nigeria,Nigeria,NG,nigeria.privacy.network,True,wg,False
98.159.234.106,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ikev2,False
98.159.234.83,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,meta,False
98.159.234.84,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpntcp,False
98.159.234.104,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,ovpnudp,False
98.159.234.117,southampton403,uk_southampton,UK Southampton,GB,uk-southampton.privacy.network,True,wg,False
84.239.43.14,baltimore401,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ikev2,False
84.239.43.1,baltimore401,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,meta,False
84.239.43.10,baltimore401,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ovpntcp,False
84.239.43.27,baltimore401,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ovpnudp,False
84.239.43.23,baltimore401,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,wg,False
102.129.232.30,siliconvalley401,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ikev2,False
102.129.232.3,siliconvalley401,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,meta,False
102.129.232.16,siliconvalley401,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ovpntcp,False
102.129.232.32,siliconvalley401,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,ovpnudp,False
102.129.232.19,siliconvalley401,us_silicon_valley,US Silicon Valley,US,us-siliconvalley.privacy.network,False,wg,False
173.239.203.213,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ikev2,False
173.239.203.8,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,meta,False
173.239.203.201,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpntcp,False
173.239.203.203,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,ovpnudp,False
173.239.203.197,melbourne434,au_australia-so,Australia Streaming Optimized,AU,au-australia-so.privacy.network,True,wg,False
156.146.57.190,singapore401,sg,Singapore,SG,sg.privacy.network,True,ikev2,False
156.146.57.171,singapore401,sg,Singapore,SG,sg.privacy.network,True,meta,False
156.146.57.176,singapore401,sg,Singapore,SG,sg.privacy.network,True,ovpntcp,False
156.146.57.198,singapore401,sg,Singapore,SG,sg.privacy.network,True,ovpnudp,False
156.146.57.198,singapore401,sg,Singapore,SG,sg.privacy.network,True,wg,False
156.146.62.153,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ikev2,False
156.146.62.129,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,meta,False
156.146.62.143,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ovpntcp,False
156.146.62.144,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ovpnudp,False
156.146.62.149,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,wg,False
138.199.54.48,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,ikev2,False
138.199.54.33,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,meta,False
138.199.54.42,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,ovpntcp,False
138.199.54.35,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,ovpnudp,False
138.199.54.48,milano405,italy_2,IT Streaming Optimized,IT,italy-2.privacy.network,True,wg,False
84.252.92.21,macau404,macau,Macao,MO,macau.privacy.network,True,ikev2,False
84.252.92.16,macau404,macau,Macao,MO,macau.privacy.network,True,meta,False
84.252.92.17,macau404,macau,Macao,MO,macau.privacy.network,True,ovpntcp,False
84.252.92.25,macau404,macau,Macao,MO,macau.privacy.network,True,ovpnudp,False
84.252.92.20,macau404,macau,Macao,MO,macau.privacy.network,True,wg,False
188.214.125.137,philippines401,philippines,Philippines,PH,philippines.privacy.network,True,ikev2,False
188.214.125.130,philippines401,philippines,Philippines,PH,philippines.privacy.network,True,meta,False
188.214.125.133,philippines401,philippines,Philippines,PH,philippines.privacy.network,True,ovpntcp,False
188.214.125.140,philippines401,philippines,Philippines,PH,philippines.privacy.network,True,ovpnudp,False
188.214.125.140,philippines401,philippines,Philippines,PH,philippines.privacy.network,True,wg,False
193.56.252.236,dublin407,ireland,Ireland,IE,ireland.privacy.network,True,ikev2,False
193.56.252.226,dublin407,ireland,Ireland,IE,ireland.privacy.network,True,meta,False
193.56.252.227,dublin407,ireland,Ireland,IE,ireland.privacy.network,True,ovpntcp,False
193.56.252.238,dublin407,ireland,Ireland,IE,ireland.privacy.network,True,ovpnudp,False
193.56.252.234,dublin407,ireland,Ireland,IE,ireland.privacy.network,True,wg,False
188.126.89.19,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ikev2,False
188.126.89.2,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,meta,False
188.126.89.27,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpntcp,False
188.126.89.9,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpnudp,False
188.126.89.6,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,wg,False
179.61.228.163,perth405,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ikev2,False
43.250.205.59,perth405,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,meta,False
179.61.228.174,perth405,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ovpntcp,False
179.61.228.130,perth405,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,ovpnudp,False
179.61.228.190,perth405,aus_perth,AU Perth,AU,aus-perth.privacy.network,True,wg,False
45.133.172.251,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ikev2,False
45.133.172.226,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,meta,False
45.133.172.233,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ovpntcp,False
