ip,cn,id,name,country,dns,port_forward,protocol,offline
156.146.41.25,milano402,italy,IT Milano,IT,italy.privacy.network,True,ikev2,False
156.146.41.1,milano402,italy,IT Milano,IT,italy.privacy.network,True,meta,False
156.146.41.11,milano402,italy,IT Milano,IT,italy.privacy.network,True,ovpntcp,False
156.146.41.12,milano402,italy,IT Milano,IT,italy.privacy.network,True,ovpnudp,False
156.146.41.4,milano402,italy,IT Milano,IT,italy.privacy.network,True,wg,False
84.239.25.144,nebraska402,us_nebraska-pf,US Nebraska,US,us-nebraska-pf.privacy.network,False,ikev2,False
84.239.25.129,nebraska402,us_nebraska-pf,US Nebraska,US,us-nebraska-pf.privacy.network,False,meta,False
84.239.25.135,nebraska402,us_nebraska-pf,US Nebraska,US,us-nebraska-pf.privacy.network,False,ovpntcp,False
84.239.25.140,nebraska402,us_nebraska-pf,US Nebraska,US,us-nebraska-pf.privacy.network,False,ovpnudp,False
84.239.25.134,nebraska402,us_nebraska-pf,US Nebraska,US,us-nebraska-pf.privacy.network,False,wg,False
84.239.33.137,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ikev2,False
84.239.33.129,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,meta,False
84.239.33.148,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ovpntcp,False
84.239.33.137,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,ovpnudp,False
84.239.33.148,oklahoma402,us_oklahoma-pf,US Oklahoma,US,us-oklahoma-pf.privacy.network,False,wg,False
86.107.104.247,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ikev2,False
86.107.104.241,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,meta,False
86.107.104.243,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ovpntcp,False
86.107.104.245,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,ovpnudp,False
86.107.104.247,hongkong404,hk,Hong Kong,HK,hk.privacy.network,True,wg,False
217.138.192.218,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ikev2,False
185.189.114.102,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,meta,False
217.138.192.218,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ovpntcp,False
217.138.192.221,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,ovpnudp,False
217.138.192.221,budapest401,hungary,Hungary,HU,hungary.privacy.network,True,wg,False
84.239.5.134,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ikev2,False
84.239.5.130,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,meta,False
84.239.5.157,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ovpntcp,False
84.239.5.142,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,ovpnudp,False
84.239.5.160,saltlake401,us-saltlakecity,US Salt Lake City,US,us-saltlakecity.privacy.network,False,wg,False
173.239.201.202,indonesia403,jakarta,Indonesia,ID,jakarta.privacy.network,True,ikev2,False
173.239.201.192,indonesia403,jakarta,Indonesia,ID,jakarta.privacy.network,True,meta,False
173.239.201.199,indonesia403,jakarta,Indonesia,ID,jakarta.privacy.network,True,ovpntcp,False
173.239.201.204,indonesia403,jakarta,Indonesia,ID,jakarta.privacy.network,True,ovpnudp,False
173.239.201.193,indonesia403,jakarta,Indonesia,ID,jakarta.privacy.network,True,wg,False
212.102.35.54,amsterdam439,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ikev2,False
143.244.41.183,amsterdam439,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,meta,False
212.102.35.52,amsterdam439,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpntcp,False
212.102.35.55,amsterdam439,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpnudp,False
212.102.35.49,amsterdam439,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,wg,False
37.46.113.195,luxembourg410,lu,Luxembourg,LU,lu.privacy.network,True,ikev2,False
37.46.113.191,luxembourg410,lu,Luxembourg,LU,lu.privacy.network,True,meta,False
37.46.113.215,luxembourg410,lu,Luxembourg,LU,lu.privacy.network,True,ovpntcp,False
37.46.113.204,luxembourg410,lu,Luxembourg,LU,lu.privacy.network,True,ovpnudp,False
37.46.113.193,luxembourg410,lu,Luxembourg,LU,lu.privacy.network,True,wg,False
156.146.60.76,vienna403,austria,Austria,AT,austria.privacy.network,True,ikev2,False
89.187.168.1,vienna403,austria,Austria,AT,austria.privacy.network,True,meta,False
156.146.60.74,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpntcp,False
156.146.60.78,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpnudp,False
156.146.60.90,vienna403,austria,Austria,AT,austria.privacy.network,True,wg,False
176.125.230.17,malta404,malta,Malta,MT,malta.privacy.network,True,ikev2,False
176.125.230.16,malta404,malta,Malta,MT,malta.privacy.network,True,meta,False
176.125.230.18,malta404,malta,Malta,MT,malta.privacy.network,True,ovpntcp,False
176.125.230.22,malta404,malta,Malta,MT,malta.privacy.network,True,ovpnudp,False
176.125.230.22,malta404,malta,Malta,MT,malta.privacy.network,True,wg,False
64.64.99.18,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ikev2,False
64.64.99.2,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,meta,False
64.64.99.27,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ovpntcp,False
64.64.99.16,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,ovpnudp,False
64.64.99.27,bolivia401,bo_bolivia-pf,Bolivia,BO,bo-bolivia-pf.privacy.network,True,wg,False
84.239.16.147,missouri402,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ikev2,False
84.239.16.129,missouri402,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,meta,False
84.239.16.135,missouri402,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ovpntcp,False
84.239.16.146,missouri402,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ovpnudp,False
84.239.16.140,missouri402,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,wg,False
143.244.41.166,amsterdam404,nl_netherlands-so,NL Netherlands Streaming Optimized,NL,nl-netherlands-so.privacy.network,True,ikev2,False
143.244.41.156,amsterdam404,nl_netherlands-so,NL Netherlands Streaming Optimized,NL,nl-netherlands-so.privacy.network,True,meta,False
143.244.41.161,amsterdam404,nl_netherlands-so,NL Netherlands Streaming Optimized,NL,nl-netherlands-so.privacy.network,True,ovpntcp,False
143.244.41.180,amsterdam404,nl_netherlands-so,NL Netherlands Streaming Optimized,NL,nl-netherlands-so.privacy.network,True,ovpnudp,False
143.244.41.170,amsterdam404,nl_netherlands-so,NL Netherlands Streaming Optimized,NL,nl-netherlands-so.privacy.network,True,wg,False
191.96.67.201,houston425,us_houston,US Houston,US,us-houston.privacy.network,False,ikev2,False
191.96.67.190,houston425,us_houston,US Houston,US,us-houston.privacy.network,False,meta,False
191.96.67.202,houston425,us_houston,US Houston,US,us-houston.privacy.network,False,ovpntcp,False
191.96.67.191,houston425,us_houston,US Houston,US,us-houston.privacy.network,False,ovpnudp,False
191.96.67.193,houston425,us_houston,US Houston,US,us-houston.privacy.network,False,wg,False
146.70.15.36,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ikev2,False
146.70.15.34,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,meta,False
146.70.15.41,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpntcp,False
146.70.15.36,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,ovpnudp,False
146.70.15.45,malaysia402,kualalumpur,Malaysia,MY,kualalumpur.privacy.network,True,wg,False
84.239.27.12,wisconsin402,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ikev2,False
84.239.27.1,wisconsin402,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,meta,False
84.239.27.21,wisconsin402,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ovpntcp,False
84.239.27.11,wisconsin402,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ovpnudp,False
84.239.27.8,wisconsin402,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,wg,False
45.154.152.25,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ikev2,False
45.154.152.2,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,meta,False
45.154.152.8,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ovpntcp,False
45.154.152.11,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,ovpnudp,False
45.154.152.23,peru401,pe_peru-pf,Peru,PE,pe-peru-pf.privacy.network,True,wg,False
149.102.247.247,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,ikev2,False
149.102.247.225,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,meta,False
149.102.247.251,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpntcp,False
149.102.247.251,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,ovpnudp,False
149.102.247.235,zagreb404,zagreb,Croatia,HR,zagreb.privacy.network,True,wg,False
84.239.28.140,louisiana402,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ikev2,False
84.239.28.129,louisiana402,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,meta,False
84.239.28.138,louisiana402,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ovpntcp,False
84.239.28.131,louisiana402,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ovpnudp,False
84.239.28.142,louisiana402,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,wg,False
212.102.53.88,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ikev2,False
212.102.52.1,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,meta,False
212.102.53.82,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpntcp,False
212.102.53.83,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpnudp,False
212.102.52.2,london445,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,wg,False
185.225.28.238,macedonia401,mk,North Macedonia,MK,mk.privacy.network,True,ikev2,False
185.225.28.226,macedonia401,mk,North Macedonia,MK,mk.privacy.network,True,meta,False
185.225.28.238,macedonia401,mk,North Macedonia,MK,mk.privacy.network,True,ovpntcp,False
185.225.28.234,macedonia401,mk,North Macedonia,MK,mk.privacy.network,True,ovpnudp,False
185.225.28.234,macedonia401,mk,North Macedonia,MK,mk.privacy.network,True,wg,False
196.245.54.151,valencia402,es-valencia,ES Valencia,ES,es-valencia.privacy.network,True,ikev2,False
196.245.54.145,valencia402,es-valencia,ES Valencia,ES,es-valencia.privacy.network,True,meta,False
196.245.54.159,valencia402,es-valencia,ES Valencia,ES,es-valencia.privacy.network,True,ovpntcp,False
196.245.54.151,valencia402,es-valencia,ES Valencia,ES,es-valencia.privacy.network,True,ovpnudp,False
196.245.54.152,valencia402,es-valencia,ES Valencia,ES,es-valencia.privacy.network,True,wg,False
94.156.14.26,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ikev2,False
94.156.14.1,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,meta,False
94.156.14.10,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpntcp,False
94.156.14.19,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,ovpnudp,False
94.156.14.16,sofia405,sofia,Bulgaria,BG,sofia.privacy.network,True,wg,False
95.181.233.12,monaco403,monaco,Monaco,MC,monaco.privacy.network,True,ikev2,False
95.181.233.2,monaco403,monaco,Monaco,MC,monaco.privacy.network,True,meta,False
95.181.233.5,monaco403,monaco,Monaco,MC,monaco.privacy.network,True,ovpntcp,False
95.181.233.8,monaco403,monaco,Monaco,MC,monaco.privacy.network,True,ovpnudp,False
95.181.233.10,monaco403,monaco,Monaco,MC,monaco.privacy.network,True,wg,False
178.175.128.35,chisinau402,md,Moldova,MD,md.privacy.network,True,ikev2,False
178.175.128.34,chisinau402,md,Moldova,MD,md.privacy.network,True,meta,False
178.175.128.37,chisinau402,md,Moldova,MD,md.privacy.network,True,ovpntcp,False
178.175.128.36,chisinau402,md,Moldova,MD,md.privacy.network,True,ovpnudp,False
178.175.128.35,chisinau402,md,Moldova,MD,md.privacy.network,True,wg,False
191.96.227.76,newyork442,us_new_york_city,US New York,US,us-newyorkcity.privacy.network,False,ikev2,False
191.96.227.3,newyork442,us_new_york_city,US New York,US,us-newyorkcity.privacy.network,False,meta,False
191.96.227.66,newyork442,us_new_york_city,US New York,US,us-newyorkcity.privacy.network,False,ovpntcp,False
191.96.227.57,newyork442,us_new_york_city,US New York,US,us-newyorkcity.privacy.network,False,ovpnudp,False
191.96.227.59,newyork442,us_new_york_city,US New York,US,us-newyorkcity.privacy.network,False,wg,False
195.146.6.55,athens402,gr,Greece,GR,gr.privacy.network,True,ikev2,False
195.146.6.50,athens402,gr,Greece,GR,gr.privacy.network,True,meta,False
195.146.6.54,athens402,gr,Greece,GR,gr.privacy.network,True,ovpntcp,False
195.146.6.56,athens402,gr,Greece,GR,gr.privacy.network,True,ovpnudp,False
195.146.6.65,athens402,gr,Greece,GR,gr.privacy.network,True,wg,False
176.125.228.28,algiers405,dz,Algeria,DZ,dz.privacy.network,True,ikev2,False
176.125.228.27,algiers405,dz,Algeria,DZ,dz.privacy.network,True,meta,False
176.125.228.34,algiers405,dz,Algeria,DZ,dz.privacy.network,True,ovpntcp,False
176.125.228.37,algiers405,dz,Algeria,DZ,dz.privacy.network,True,ovpnudp,False
176.125.228.34,algiers405,dz,Algeria,DZ,dz.privacy.network,True,wg,False
181.41.206.55,denver419,us_denver,US Denver,US,us-denver.privacy.network,False,ikev2,False
181.41.206.4,denver419,us_denver,US Denver,US,us-denver.privacy.network,False,meta,False
181.41.206.47,denver419,us_denver,US Denver,US,us-denver.privacy.network,False,ovpntcp,False
181.41.206.58,denver419,us_denver,US Denver,US,us-denver.privacy.network,False,ovpnudp,False
181.41.206.53,denver419,us_denver,US Denver,US,us-denver.privacy.network,False,wg,False
84.239.17.147,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ikev2,False
84.239.17.129,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,meta,False
84.239.17.134,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpntcp,False
84.239.17.143,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpnudp,False
84.239.17.142,michigan403,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,wg,False
37.46.115.26,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ikev2,False
37.46.115.15,belgrade402,rs,Serbia,RS,rs.privacy.network,True,meta,False
37.46.115.25,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ovpntcp,False
37.46.115.18,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ovpnudp,False
37.46.115.30,belgrade402,rs,Serbia,RS,rs.privacy.network,True,wg,False
95.181.235.10,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ikev2,False
95.181.235.2,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,meta,False
95.181.235.14,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ovpntcp,False
95.181.235.3,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,ovpnudp,False
95.181.235.6,saudiarabia403,saudiarabia,Saudi Arabia,SA,saudiarabia.privacy.network,True,wg,False
149.88.26.205,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ikev2,False
149.88.26.180,jerusalem415,israel,Israel,IL,israel.privacy.network,True,meta,False
149.88.26.208,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpntcp,False
149.88.26.206,jerusalem415,israel,Israel,IL,israel.privacy.network,True,ovpnudp,False
149.88.26.194,jerusalem415,israel,Israel,IL,israel.privacy.network,True,wg,False
173.239.217.135,andorra406,ad,Andorra,AD,ad.privacy.network,True,ikev2,False
173.239.217.128,andorra406,ad,Andorra,AD,ad.privacy.network,True,meta,False
173.239.217.131,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpntcp,False
173.239.217.141,andorra406,ad,Andorra,AD,ad.privacy.network,True,ovpnudp,False
173.239.217.140,andorra406,ad,Andorra,AD,ad.privacy.network,True,wg,False
91.90.126.41,panama405,panama,Panama,PA,panama.privacy.network,True,ikev2,False
91.90.126.35,panama405,panama,Panama,PA,panama.privacy.network,True,meta,False
91.90.126.37,panama405,panama,Panama,PA,panama.privacy.network,True,ovpntcp,False
91.90.126.47,panama405,panama,Panama,PA,panama.privacy.network,True,ovpnudp,False
91.90.126.40,panama405,panama,Panama,PA,panama.privacy.network,True,wg,False
31.171.154.137,tirana401,al,Albania,AL,al.privacy.network,True,ikev2,False
31.171.154.130,tirana401,al,Albania,AL,al.privacy.network,True,meta,False
31.171.154.139,tirana401,al,Albania,AL,al.privacy.network,True,ovpntcp,False
31.171.154.136,tirana401,al,Albania,AL,al.privacy.network,True,ovpnudp,False
31.171.154.131,tirana401,al,Albania,AL,al.privacy.network,True,wg,False
95.181.234.15,qatar404,qatar,Qatar,QA,qatar.privacy.network,True,ikev2,False
95.181.234.14,qatar404,qatar,Qatar,QA,qatar.privacy.network,True,meta,False
95.181.234.22,qatar404,qatar,Qatar,QA,qatar.privacy.network,True,ovpntcp,False
95.181.234.18,qatar404,qatar,Qatar,QA,qatar.privacy.network,True,ovpnudp,False
95.181.234.21,qatar404,qatar,Qatar,QA,qatar.privacy.network,True,wg,False
212.102.39.132,prague402,czech,Czech Republic,CZ,czech.privacy.network,True,ikev2,False
212.102.39.130,prague402,czech,Czech Republic,CZ,czech.privacy.network,True,meta,False
212.102.39.149,prague402,czech,Czech Republic,CZ,czech.privacy.network,True,ovpntcp,False
212.102.39.143,prague402,czech,Czech Republic,CZ,czech.privacy.network,True,ovpnudp,False
212.102.39.143,prague402,czech,Czech Republic,CZ,czech.privacy.network,True,wg,False
149.40.50.55,massachusetts404,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ikev2,False
149.40.50.33,massachusetts404,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,meta,False
149.40.50.54,massachusetts404,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpntcp,False
149.40.50.45,massachusetts404,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,ovpnudp,False
149.40.50.50,massachusetts404,us_massachusetts-pf,US Massachusetts,US,us-massachusetts-pf.privacy.network,False,wg,False
84.239.6.17,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ikev2,False
84.239.6.2,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,meta,False
84.239.6.7,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ovpntcp,False
84.239.6.15,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,ovpnudp,False
84.239.6.10,alabama402,us_alabama-pf,US Alabama,US,us-alabama-pf.privacy.network,False,wg,False
62.133.47.4,kazakhstan403,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ikev2,False
62.133.47.2,kazakhstan403,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,meta,False
62.133.47.3,kazakhstan403,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpntcp,False
62.133.47.7,kazakhstan403,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpnudp,False
62.133.47.10,kazakhstan403,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,wg,False
138.199.59.237,warsaw414,poland,Poland,PL,poland.privacy.network,True,ikev2,False
138.199.59.235,warsaw414,poland,Poland,PL,poland.privacy.network,True,meta,False
138.199.59.238,warsaw414,poland,Poland,PL,poland.privacy.network,True,ovpntcp,False
138.199.59.244,warsaw414,poland,Poland,PL,poland.privacy.network,True,ovpnudp,False
138.199.59.243,warsaw414,poland,Poland,PL,poland.privacy.network,True,wg,False
202.125.43.80,brisbane402,au_brisbane-pf,AU Brisbane,AU,au-brisbane-pf.privacy.network,True,ikev2,False
221.121.155.87,brisbane402,au_brisbane-pf,AU Brisbane,AU,au-brisbane-pf.privacy.network,True,meta,False
202.125.43.82,brisbane402,au_brisbane-pf,AU Brisbane,AU,au-brisbane-pf.privacy.network,True,ovpntcp,False
202.125.43.83,brisbane402,au_brisbane-pf,AU Brisbane,AU,au-brisbane-pf.privacy.network,True,ovpnudp,False
202.125.43.66,brisbane402,au_brisbane-pf,AU Brisbane,AU,au-brisbane-pf.privacy.network,True,wg,False
45.88.97.236,frankfurt415,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ikev2,False
45.88.97.6,frankfurt415,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,meta,False
45.88.97.212,frankfurt415,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ovpntcp,False
45.88.97.227,frankfurt415,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,ovpnudp,False
45.88.97.214,frankfurt415,de-frankfurt,DE Frankfurt,DE,de-frankfurt.privacy.network,True,wg,False
154.16.105.230,lasvegas420,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ikev2,False
154.16.105.9,lasvegas420,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,meta,False
154.16.105.242,lasvegas420,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ovpntcp,False
154.16.105.243,lasvegas420,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,ovpnudp,False
154.16.105.232,lasvegas420,us_las_vegas,US Las Vegas,US,us-lasvegas.privacy.network,False,wg,False
165.231.182.98,talinn404,ee,Estonia,EE,ee.privacy.network,True,ikev2,False
165.231.182.96,talinn404,ee,Estonia,EE,ee.privacy.network,True,meta,False
165.231.182.102,talinn404,ee,Estonia,EE,ee.privacy.network,True,ovpntcp,False
165.231.182.98,talinn404,ee,Estonia,EE,ee.privacy.network,True,ovpnudp,False
165.231.182.102,talinn404,ee,Estonia,EE,ee.privacy.network,True,wg,False
84.239.10.150,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ikev2,False
84.239.10.129,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,meta,False
84.239.10.141,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpntcp,False
84.239.10.135,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpnudp,False
84.239.10.147,virginia403,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,wg,False
46.246.106.45,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ikev2,False
46.246.106.34,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,meta,False
46.246.106.35,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ovpntcp,False
46.246.106.42,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,ovpnudp,False
46.246.106.40,copenhagen408,denmark,DK Copenhagen,DK,denmark.privacy.network,True,wg,False
102.129.235.188,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ikev2,False
102.129.235.162,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,meta,False
102.129.235.170,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ovpntcp,False
102.129.235.167,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,ovpnudp,False
102.129.235.163,washington445,us_washington_dc,US Washington DC,US,us-washingtondc.privacy.network,False,wg,False
84.239.12.11,westvirginia402,us_west_virginia-pf,US West Virginia,US,us-west-virginia-pf.privacy.network,False,ikev2,False
84.239.12.1,westvirginia402,us_west_virginia-pf,US West Virginia,US,us-west-virginia-pf.privacy.network,False,meta,False
84.239.12.13,westvirginia402,us_west_virginia-pf,US West Virginia,US,us-west-virginia-pf.privacy.network,False,ovpntcp,False
84.239.12.7,westvirginia402,us_west_virginia-pf,US West Virginia,US,us-west-virginia-pf.privacy.network,False,ovpnudp,False
84.239.12.10,westvirginia402,us_west_virginia-pf,US West Virginia,US,us-west-virginia-pf.privacy.network,False,wg,False
46.246.3.241,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ikev2,False
46.246.3.220,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,meta,False
46.246.3.231,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ovpntcp,False
46.246.3.236,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,ovpnudp,False
46.246.3.238,stockholm406,sweden_2,SE Streaming Optimized,SE,sweden-2.privacy.network,True,wg,False
188.241.177.53,saopaolo402,br,Brazil,BR,br.privacy.network,True,ikev2,False
188.241.177.50,saopaolo402,br,Brazil,BR,br.privacy.network,True,meta,False
188.241.177.54,saopaolo402,br,Brazil,BR,br.privacy.network,True,ovpntcp,False
188.241.177.55,saopaolo402,br,Brazil,BR,br.privacy.network,True,ovpnudp,False
188.241.177.60,saopaolo402,br,Brazil,BR,br.privacy.network,True,wg,False
95.181.238.98,bahamas401,bahamas,Bahamas,BS,bahamas.privacy.network,True,ikev2,False
95.181.238.87,bahamas401,bahamas,Bahamas,BS,bahamas.privacy.network,True,meta,False
95.181.238.97,bahamas401,bahamas,Bahamas,BS,bahamas.privacy.network,True,ovpntcp,False
95.181.238.89,bahamas401,bahamas,Bahamas,BS,bahamas.privacy.network,True,ovpnudp,False
95.181.238.94,bahamas401,bahamas,Bahamas,BS,bahamas.privacy.network,True,wg,False
84.239.16.13,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ikev2,False
84.239.16.1,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,meta,False
84.239.16.17,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpntcp,False
84.239.16.12,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,ovpnudp,False
84.239.16.8,indiana403,us_indiana-pf,US Indiana,US,us-indiana-pf.privacy.network,False,wg,False
188.215.235.102,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ikev2,False
188.215.235.98,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,meta,False
188.215.235.107,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpntcp,False
188.215.235.109,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpnudp,False
188.215.235.99,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,wg,False
